ID_all;SMILES;ID_Potts;orig_ID_Potts;yorig_Potts;CAS_Potts;NAME_Potts;units_Potts;smilessource_Potts;SMILES_Potts;desired_units_Potts;y_Potts;ID_Khajeh;orig_ID_Khajeh;yorig_Khajeh;CAS_Khajeh;NAME_Khajeh;units_Khajeh;smilessource_Khajeh;SMILES_Khajeh;desired_units_Khajeh;y_Khajeh;zscore_Potts;zscore_Potts_thres;y_Potts_nointraoutliers;zscore_Potts_nointraoutliers;zscore_Potts_nointraoutliers_thres;zscore_Khajeh;zscore_Khajeh_thres;y_Khajeh_nointraoutliers;zscore_Khajeh_nointraoutliers;zscore_Khajeh_nointraoutliers_thres;stand_desv_Potts_Khajeh_nointraoutliers;y_Potts_nointraoutliers_nointeroutliers;y_Khajeh_nointraoutliers_nointeroutliers;stand_desv_Potts_Khajeh_nointraoutliers_nointeroutliers;y_consensus;y_consensus_sd;valid/outlier
304;CCOCCOC(C)=O;;;;;;;;;;;25;26;-3.09;;2-Ethoxyethyl acetate ;logcm/h;isoSMILES_from_NAME;CCOCCOC(C)=O;logcm/h;-3.09;;-1;;;-1;-0.5317102676770722;0;-3.09;-0.5586737717637958;0;;;-3.09;;-3.09;;valid
305;CCOCCOCCO;;;;;;;;;;;14;15;-3.88;;2-(2-Ethoxyethoxy)ethanol ;logcm/h;isoSMILES_from_NAME;CCOCCOCCO;logcm/h;-3.88;;-1;;;-1;-1.3304139453715558;0;-3.88;-1.37646393031964;0;;;-3.88;;-3.88;;valid
306;CCc1ccccc1;;;;;;;;;;;117;118;-1.15;;Ethyl benzene ;logcm/h;isoSMILES_from_NAME;CCc1ccccc1;logcm/h;-1.15;;-1;;;-1;1.4296633205853306;0;-1.15;1.4495704150695425;0;;;-1.15;;-1.15;;valid
307;CN1CCC[C@H]1c1cccnc1;;;;;;;;;;;172;173;-2.1;;nicotine;logcm/h;isoSMILES_from_NAME;CN1CCC[C@H]1c1cccnc1;logcm/h;-2.1;;-1;;;-1;0.4691968727248754;0;-2.1;0.46615186997074265;0;;;-2.1;;-2.1;;valid
308;CN1CCN(C(c2ccccc2)c2ccccc2)CC1;;;;;;;;;;;0;1;-2.52;;1-(diphenylmethyl)-4-methylpiperazine;logcm/h;isoSMILES_from_NAME;CN1CCN(C(c2ccccc2)c2ccccc2)CC1;logcm/h;-2.52;;-1;;;-1;0.04456960103920064;0;-2.52;0.03137735529548387;0;;;-2.52;;-2.52;;valid
309;CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5;;;;;;;;;;;138;139;-4.0737;;Hydromorphone ;logcm/h;isoSMILES_from_NAME;CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5;logcm/h;-4.0737;;-1;;;-1;-1.5262479990037348;0;-4.0737;-1.5769777957782054;0;;;-4.0737;;-4.0737;;valid
310;CNC(=O)Oc1ccccc1OC(C)C;;;;;;;;;;;198;199;-2.59;;Propoxur ;logcm/h;isoSMILES_from_NAME;CNC(=O)Oc1ccccc1OC(C)C;logcm/h;-2.59;;-1;;;-1;-0.026201610908411666;0;-2.59;-0.041085063817059106;0;;;-2.59;;-2.59;;valid
311;COC(C)=O;;;;;;;;;;;268;269;-3.04431;;Methyl acetate ;logcm/h;isoSMILES_from_NAME;COC(C)=O;logcm/h;-3.04431;;-1;;;-1;-0.48551688662155196;0;-3.04431;-0.511376515631623;0;;;-3.04431;;-3.04431;;valid
312;COC=O;;;;;;;;;;;270;271;-3.065;;Methyl formate ;logcm/h;isoSMILES_from_NAME;COC=O;logcm/h;-3.065;;-1;;;-1;-0.5064348348386393;0;-3.065;-0.5327943363664591;0;;;-3.065;;-3.065;;valid
313;COc1ccc(O)cc1;;;;;;;;;;;194;195;-2.64397;;p-Methoxyphenol ;logcm/h;isoSMILES_from_NAME;COc1ccc(O)cc1;logcm/h;-2.64397;;-1;;;-1;-0.08076621532002096;0;-2.64397;-0.09695358895282995;0;;;-2.64397;;-2.64397;;valid
314;COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314;;;;;;;;;;;93;94;-4.0237;;codeine ;logcm/h;isoSMILES_from_NAME;COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314;logcm/h;-4.0237;;-1;;;-1;-1.4756971333268687;0;-4.0237;-1.525218924983532;0;;;-4.0237;;-4.0237;;valid
315;COc1ccc2cc([C@H](C)C(=O)O)ccc2c1;;;;;;;;;;;169;170;-2.1837;;naproxen ;logcm/h;isoSMILES_from_NAME;COc1ccc2cc([C@H](C)C(=O)O)ccc2c1;logcm/h;-2.1837;;-1;;;-1;0.3845747235818017;0;-2.1837;0.37950752026045903;0;;;-2.1837;;-2.1837;;valid
316;COc1ccccc1N;;;;;;;;;;;231;232;-2.63264;;2-Methoxyaniline ;logcm/h;isoSMILES_from_NAME;COc1ccccc1N;logcm/h;-2.63264;;-1;;;-1;-0.06931138915764305;0;-2.63264;-0.08522502883075682;0;;;-2.63264;;-2.63264;;valid
317;C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO;;;;;;;;;;;102;103;-3.97;;dexamethasone;logcm/h;isoSMILES_from_NAME;C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO;logcm/h;-3.97;;-1;;;-1;-1.4214055035899151;0;-3.97;-1.4696298977500528;0;;;-3.97;;-3.97;;valid
318;C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O;;;;;;;;;;;182;183;-6.1037;;Ouabain ;logcm/h;isoSMILES_from_NAME;C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O;logcm/h;-6.1037;;-1;;;-1;-3.5786131454844967;1;;;-1;;;;;;;outlier
319;C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO;;;;;;;;;;;95;96;-5.0;;cortisone;logcm/h;isoSMILES_from_NAME;C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO;logcm/h;-5.0;;-1;;;-1;-2.4627533365333556;0;-5.0;-2.53586263612033;0;;;-5.0;;-5.0;;valid
320;C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12;;;;;;;;;;;66;67;-4.69;;aldosterone;logcm/h;isoSMILES_from_NAME;C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12;logcm/h;-4.69;;-1;;;-1;-2.1493379693367864;0;-4.69;-2.2149576371933537;0;;;-4.69;;-4.69;;valid
321;C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O;;;;;;;;;;;213;214;-2.7137;;testosterone ;logcm/h;isoSMILES_from_NAME;C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O;logcm/h;-2.7137;;-1;;;-1;-0.1512644525929782;0;-2.7137;-0.16913651016308168;0;;;-2.7137;;-2.7137;;valid
322;C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO;;;;;;;;;;;94;95;-4.13;;Cortexolone ;logcm/h;isoSMILES_from_NAME;C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO;logcm/h;-4.13;;-1;;;-1;-1.583168273755886;0;-4.13;-1.6352582842930083;0;;;-4.13;;-4.13;;valid
323;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO;;;;;;;;;;;137;138;-4.2937;;hydrocortisone ;logcm/h;isoSMILES_from_NAME;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO;logcm/h;-4.2937;;-1;;;-1;-1.7486718079819459;0;-4.2937;-1.8047168272747702;0;;;-4.2937;;-4.2937;;valid
324;Cc1cc(C)cc(O)c1;;;;;;;;;;;35;36;-1.48282;;3,5-Dimethylphenol ;logcm/h;isoSMILES_from_NAME;Cc1cc(C)cc(O)c1;logcm/h;-1.48282;;-1;;;-1;1.0931765382938392;0;-1.48282;1.1050426675118767;0;;;-1.48282;;-1.48282;;valid
325;Cc1ccc(C)cc1;;;;;;;;;;;203;204;-1.13136;;p-Xylene ;logcm/h;isoSMILES_from_NAME;Cc1ccc(C)cc1;logcm/h;-1.13136;;-1;;;-1;1.4485086833096663;0;-1.13136;1.468866122101797;0;;;-1.13136;;-1.13136;;valid
326;Cc1ccc(N)cc1;;;;;;;;;;;202;203;-2.38722;;p-Toluidine ;logcm/h;isoSMILES_from_NAME;Cc1ccc(N)cc1;logcm/h;-2.38722;;-1;;;-1;0.17881247993068602;0;-2.38722;0.16882821257781916;0;;;-2.38722;;-2.38722;;valid
327;Cc1ccc([N+](=O)[O-])cc1;;;;;;;;;;;278;279;-1.8729;;p-Nitrotoluene ;logcm/h;isoSMILES_from_NAME;Cc1ccc([N+](=O)[O-])cc1;logcm/h;-1.8729;;-1;;;-1;0.6987989046292011;0;-1.8729;0.7012406611201505;0;;;-1.8729;;-1.8729;;valid
328;Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-];;;;;;;;;;;19;20;-2.42481;;2,4-Dinitrotoluene ;logcm/h;isoSMILES_from_NAME;Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-];logcm/h;-2.42481;;-1;;;-1;0.14080833911481835;0;-2.42481;0.1299158935143837;0;;;-2.42481;;-2.42481;;valid
329;Cc1cccc(CO)c1;;;;;;;;;;;37;38;-1.781;;3-Methylbenzyl alcohol ;logcm/h;isoSMILES_from_NAME;Cc1cccc(CO)c1;logcm/h;-1.781;;-1;;;-1;0.791711395743281;0;-1.781;0.7963734656407608;0;;;-1.781;;-1.781;;valid
330;Cc1cccc(N)c1;;;;;;;;;;;165;166;-2.37986;;m-Toluidine ;logcm/h;isoSMILES_from_NAME;Cc1cccc(N)c1;logcm/h;-2.37986;;-1;;;-1;0.18625356735832096;0;-2.37986;0.1764471183587954;0;;;-2.37986;;-2.37986;;valid
331;Cc1cccc([N+](=O)[O-])c1;;;;;;;;;;;162;163;-1.81816;;m-Nitrotoluene ;logcm/h;isoSMILES_from_NAME;Cc1cccc([N+](=O)[O-])c1;logcm/h;-1.81816;;-1;;;-1;0.754141992372234;0;-1.81816;0.7579062728661593;0;;;-1.81816;;-1.81816;;valid
332;Cc1ccccc1;;;;;;;;;;;217;218;-1.3;;Toluene;logcm/h;isoSMILES_from_NAME;Cc1ccccc1;logcm/h;-1.3;;-1;;;-1;1.2780107235547322;0;-1.3;1.2942938026855215;0;;;-1.3;;-1.3;;valid
333;Cc1ccccc1Cl;;;;;;;;;;;176;177;-1.06399;;o-Chlorotoluene ;logcm/h;isoSMILES_from_NAME;Cc1ccccc1Cl;logcm/h;-1.06399;;-1;;;-1;1.5166209197226754;0;-1.06399;1.5386060246105402;0;;;-1.06399;;-1.06399;;valid
334;Cc1ccccc1[N+](=O)[O-];;;;;;;;;;;275;276;-1.92445;;o-Nitrotoluene ;logcm/h;isoSMILES_from_NAME;Cc1ccccc1[N+](=O)[O-];logcm/h;-1.92445;;-1;;;-1;0.6466809621163522;0;-1.92445;0.647877265330842;0;;;-1.92445;;-1.92445;;valid
335;ClC(Cl)Cl;;;;;;;;;;;282;283;-1.8;;Trichloromethane ;logcm/h;isoSMILES_from_NAME;ClC(Cl)Cl;logcm/h;-1.8;;-1;;;-1;0.7725020667860718;0;-1.8;0.7767050947387847;0;;;-1.8;;-1.8;;valid
336;ClC=C(Cl)Cl;;;;;;;;;;;219;220;-1.92;;trichloroethylene;logcm/h;isoSMILES_from_NAME;ClC=C(Cl)Cl;logcm/h;-1.92;;-1;;;-1;0.6511799891615934;0;-1.92;0.652483804831568;0;;;-1.92;;-1.92;;valid
337;ClC=CCl;;;;;;;;;;;4;5;-1.9914;;1,2-Dichloroethylene ;logcm/h;isoSMILES_from_NAME;ClC=CCl;logcm/h;-1.9914;;-1;;;-1;0.5789933529750285;0;-1.9914;0.5785721373367739;0;;;-1.9914;;-1.9914;;valid
338;ClCC(Cl)CCl;;;;;;;;;;;226;227;-2.00745;;1,2,3-Trichloropropane ;logcm/h;isoSMILES_from_NAME;ClCC(Cl)CCl;logcm/h;-2.00745;;-1;;;-1;0.5627665250927546;0;-2.00745;0.5619575398116837;0;;;-2.00745;;-2.00745;;valid
339;ClCc1ccccc1;;;;;;;;;;;77;78;-1.86012;;Benzyl chloride ;logcm/h;isoSMILES_from_NAME;ClCc1ccccc1;logcm/h;-1.86012;;-1;;;-1;0.711719705896208;0;-1.86012;0.7144702284952692;0;;;-1.86012;;-1.86012;;valid
340;Clc1ccc(Cl)cc1;;;;;;;;;;;186;187;-1.17457;;p-Dichlorobenzene ;logcm/h;isoSMILES_from_NAME;Clc1ccc(Cl)cc1;logcm/h;-1.17457;;-1;;;-1;1.4048226251917186;0;-1.17457;1.42413610596104;0;;;-1.17457;;-1.17457;;valid
341;Clc1ccccc1Cl;;;;;;;;;;;179;180;-1.18111;;o-Dichlorobenzene ;logcm/h;isoSMILES_from_NAME;Clc1ccccc1Cl;logcm/h;-1.18111;;-1;;;-1;1.3982105719611844;0;-1.18111;1.4173660456610964;0;;;-1.18111;;-1.18111;;valid
342;Cn1c(=O)c2c(ncn2C)n(C)c1=O;;;;;;;;;;;88;89;-3.96;;caffeine;logcm/h;isoSMILES_from_NAME;Cn1c(=O)c2c(ncn2C)n(C)c1=O;logcm/h;-3.96;;-1;;;-1;-1.4112953304545415;0;-3.96;-1.4592781235911179;0;;;-3.96;;-3.96;;valid
343;N#Cc1cccc(C#N)c1;;;;;;;;;;;7;8;-2.93181;;1,3-Dicyanobenzene ;logcm/h;isoSMILES_from_NAME;N#Cc1cccc(C#N)c1;logcm/h;-2.93181;;-1;;;-1;-0.37177743884860354;0;-2.93181;-0.3949190563436074;0;;;-2.93181;;-2.93181;;valid
344;NC=O;;;;;;;;;;;129;130;-4.06702;;Formamide ;logcm/h;isoSMILES_from_NAME;NC=O;logcm/h;-4.06702;;-1;;;-1;-1.519494403349306;0;-4.06702;-1.5700628106400376;0;;;-4.06702;;-4.06702;;valid
345;NNc1ccccc1;;;;;;;;;;;192;193;-2.49214;;Phenylhydrazine ;logcm/h;isoSMILES_from_NAME;NNc1ccccc1;logcm/h;-2.49214;;-1;;;-1;0.0727365433943504;0;-2.49214;0.06021739810227603;0;;;-2.49214;;-2.49214;;valid
346;N[C@@H](CC(=O)O)C(=O)O;;;;;;;;;;;72;73;-3.8736975;;Aspartic acid ;logcm/h;isoSMILES_from_NAME;N[C@@H](CC(=O)O)C(=O)O;logcm/h;-3.8736975;;-1;;;-1;-1.324042008752987;0;-3.8736975;-1.3699397246559715;0;;;-3.8736975;;-3.8736975;;valid
347;N[C@@H](Cc1cnc[nH]1)C(=O)O;;;;;;;;;;;136;137;-4.2637;;Histidine ;logcm/h;isoSMILES_from_NAME;N[C@@H](Cc1cnc[nH]1)C(=O)O;logcm/h;-4.2637;;-1;;;-1;-1.718341288575826;0;-4.2637;-1.7736615047979658;0;;;-4.2637;;-4.2637;;valid
348;Nc1ccc([N+](=O)[O-])cc1;;;;;;;;;;;277;278;-2.57512;;p-Nitroaniline ;logcm/h;isoSMILES_from_NAME;Nc1ccc([N+](=O)[O-])cc1;logcm/h;-2.57512;;-1;;;-1;-0.01115767328297655;0;-2.57512;-0.025681623868564447;0;;;-2.57512;;-2.57512;;valid
349;Nc1ccccc1;;;;;;;;;;;70;71;-2.65;;Aniline ;logcm/h;isoSMILES_from_NAME;Nc1ccccc1;logcm/h;-2.65;;-1;;;-1;-0.08686264972065098;0;-2.65;-0.10319570877066757;0;;;-2.65;;-2.65;;valid
350;Nc1ncn[nH]1;;;;;;;;;;;243;244;-3.84466;;Amitrole ;logcm/h;isoSMILES_from_NAME;Nc1ncn[nH]1;logcm/h;-3.84466;;-1;;;-1;-1.2946845935111473;0;-3.84466;-1.339880760441965;0;;;-3.84466;;-3.84466;;valid
351;O=C(CCl)c1ccccc1;;;;;;;;;;;22;23;-2.29414;;2-Chloroacetophenone ;logcm/h;isoSMILES_from_NAME;O=C(CCl)c1ccccc1;logcm/h;-2.29414;;-1;;;-1;0.2729179714747399;0;-2.29414;0.2651825264491837;0;;;-2.29414;;-2.29414;;valid
352;O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl;;;;;;;;;;;103;104;-1.74;;diclofenac;logcm/h;isoSMILES_from_NAME;O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl;logcm/h;-1.74;;-1;;;-1;0.8331631055983111;0;-1.74;0.8388157396923932;0;;;-1.74;;-1.74;;valid
353;O=C(O)c1ccccc1O;;;;;;;;;;;280;281;-2.2036975;;Salicylic acid ;logcm/h;isoSMILES_from_NAME;O=C(O)c1ccccc1O;logcm/h;-2.2036975;;-1;;;-1;0.3643569048543391;0;-2.2036975;0.3588065598861292;0;;;-2.2036975;;-2.2036975;;valid
354;O=CO;;;;;;;;;;;130;131;-3.52;;Formic acid ;logcm/h;isoSMILES_from_NAME;O=CO;logcm/h;-3.52;;-1;;;-1;-0.9664477124981203;0;-3.52;-1.0038000605979895;0;;;-3.52;;-3.52;;valid
355;O=[N+]([O-])c1ccc([N+](=O)[O-])cc1;;;;;;;;;;;187;188;-2.70997;;p-Dinitrobenzene ;logcm/h;isoSMILES_from_NAME;O=[N+]([O-])c1ccc([N+](=O)[O-])cc1;logcm/h;-2.70997;;-1;;;-1;-0.14749335801348443;0;-2.70997;-0.16527529840179947;0;;;-2.70997;;-2.70997;;valid
356;O=[N+]([O-])c1cccc([N+](=O)[O-])c1;;;;;;;;;;;151;152;-2.68825;;m-Dinitrobenzene ;logcm/h;isoSMILES_from_NAME;O=[N+]([O-])c1cccc([N+](=O)[O-])c1;logcm/h;-2.68825;;-1;;;-1;-0.12553406196345362;0;-2.68825;-0.14279124492859305;0;;;-2.68825;;-2.68825;;valid
357;O=[N+]([O-])c1ccccc1[N+](=O)[O-];;;;;;;;;;;180;181;-2.54516;;o-Dinitrobenzene ;logcm/h;isoSMILES_from_NAME;O=[N+]([O-])c1ccccc1[N+](=O)[O-];logcm/h;-2.54516;;-1;;;-1;0.019132405430601573;0;-2.54516;0.005332291511604003;0;;;-2.54516;;-2.54516;;valid
358;OC1CCCCC1;;;;;;;;;;;97;98;-2.21467;;Cyclohexanol ;logcm/h;isoSMILES_from_NAME;OC1CCCCC1;logcm/h;-2.21467;;-1;;;-1;0.353263517381551;0;-2.21467;0.3474480756902382;0;;;-2.21467;;-2.21467;;valid
359;OCCCCCCc1ccccc1;;;;;;;;;;;59;60;-1.0037;;6-phenylhexanol ;logcm/h;isoSMILES_from_NAME;OCCCCCCc1ccccc1;logcm/h;-1.0037;;-1;;;-1;1.5775751535558404;0;-1.0037;1.6010168710147576;0;;;-1.0037;;-1.0037;;valid
360;OCCCCc1ccccc1;;;;;;;;;;;55;56;-1.1837;;4-phenylbutanol ;logcm/h;isoSMILES_from_NAME;OCCCCc1ccccc1;logcm/h;-1.1837;;-1;;;-1;1.3955920371191228;0;-1.1837;1.4146849361539324;0;;;-1.1837;;-1.1837;;valid
361;OCCCc1ccccc1;;;;;;;;;;;39;40;-1.28;;3-phenylpropanol ;logcm/h;isoSMILES_from_NAME;OCCCc1ccccc1;logcm/h;-1.28;;-1;;;-1;1.2982310698254786;0;-1.28;1.314997351003391;0;;;-1.28;;-1.28;;valid
362;OCCOc1ccccc1;;;;;;;;;;;33;34;-2.88;;2-Phenoxyethanol ;logcm/h;isoSMILES_from_NAME;OCCOc1ccccc1;logcm/h;-2.88;;-1;;;-1;-0.3193966318342348;0;-2.88;-0.3412865144261664;0;;;-2.88;;-2.88;;valid
363;Oc1cccc(Br)c1;;;;;;;;;;;36;37;-1.35022;;3-Bromophenol ;logcm/h;isoSMILES_from_NAME;Oc1cccc(Br)c1;logcm/h;-1.35022;;-1;;;-1;1.227237434068888;0;-1.35022;1.2423071928593512;0;;;-1.35022;;-1.35022;;valid
364;Oc1cccc2ccccc12;;;;;;;;;;;168;169;-1.55;;Naphthol ;logcm/h;isoSMILES_from_NAME;Oc1cccc2ccccc12;logcm/h;-1.55;;-1;;;-1;1.0252563951704021;0;-1.55;1.0354994487121532;0;;;-1.55;;-1.55;;valid
365;S=C=S;;;;;;;;;;;249;250;-1.66555;;Carbon disulfide ;logcm/h;isoSMILES_from_NAME;S=C=S;logcm/h;-1.66555;;-1;;;-1;0.9084333445911645;0;-1.66555;0.9158846983056622;0;;;-1.66555;;-1.66555;;valid
366;c1ccc(-c2ccccc2)cc1;;;;;;;;;;;79;80;-0.83565;;Biphenyl ;logcm/h;isoSMILES_from_NAME;c1ccc(-c2ccccc2)cc1;logcm/h;-0.83565;;-1;;;-1;1.7474766130957873;0;-0.83565;1.774978435755656;0;;;-0.83565;;-0.83565;;valid
367;c1ccc(Nc2ccccc2)cc1;;;;;;;;;;;111;112;-1.26761;;Diphenylamine ;logcm/h;isoSMILES_from_NAME;c1ccc(Nc2ccccc2)cc1;logcm/h;-1.26761;;-1;;;-1;1.3107575743402062;0;-1.26761;1.3278231991863112;0;;;-1.26761;;-1.26761;;valid
