ID_all;SMILES;ID_Bocci;orig_ID_Bocci;yorig_Bocci;CAS_Bocci;NAME_Bocci;units_Bocci;smilessource_Bocci;SMILES_Bocci;desired_units_Bocci;y_Bocci;ID_Metrabase;orig_ID_Metrabase;yorig_Metrabase;CAS_Metrabase;NAME_Metrabase;units_Metrabase;smilessource_Metrabase;SMILES_Metrabase;desired_units_Metrabase;y_Metrabase;ID_Sedykh;orig_ID_Sedykh;yorig_Sedykh;CAS_Sedykh;NAME_Sedykh;units_Sedykh;smilessource_Sedykh;SMILES_Sedykh;desired_units_Sedykh;y_Sedykh;ID_Livertox;orig_ID_Livertox;yorig_Livertox;CAS_Livertox;NAME_Livertox;units_Livertox;smilessource_Livertox;SMILES_Livertox;desired_units_Livertox;y_Livertox;comparison_Bocci_Metrabase;onlyequal_Bocci_Metrabase;comparison_Bocci_Sedykh;onlyequal_Bocci_Sedykh;comparison_Bocci_Livertox;onlyequal_Bocci_Livertox;comparison_Metrabase_Sedykh;onlyequal_Metrabase_Sedykh;comparison_Metrabase_Livertox;onlyequal_Metrabase_Livertox;comparison_Sedykh_Livertox;onlyequal_Sedykh_Livertox;y_Metrabase_nonambiguous;y_Bocci_nonambiguous;y_Sedykh_nonambiguous;y_Livertox_nonambiguous;y_consensus;valid/outlier
169;C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O;170.0;;1.0;;Estrone-3-sulfate;classBCRPsub;SMILES;C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O;classBCRPsub;1.0;148.0;mbcd0003075;1.0;;Estrone-3-sulfate;classBCRPsub;smiles;C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O;classBCRPsub;1.0;39.0;2580.0;1.0;481970.0;Estrone-3-sulfate;classBCRPsub;SMILES;C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O;classBCRPsub;1.0;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;valid
170;CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21;171.0;;1.0;;Ethidium bromide;classBCRPsub;SMILES;CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21;classBCRPsub;1.0;6.0;mbcd0031476;1.0;;ethidium;classBCRPsub;smiles;CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21;classBCRPsub;1.0;40.0;2581.0;1.0;1239458.0;Ethidium bromide;classBCRPsub;SMILES;CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21;classBCRPsub;1.0;1563.0;1563.0;1.0;;mol_0326;classBCRPsub;SMILES;CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21;classBCRPsub;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;valid
171;C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OS(=O)(=O)O)ccc4[C@H]3CC[C@@]21C;172.0;;1.0;;Ethinylestradiol-3-sulfate;classBCRPsub;SMILES;C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OS(=O)(=O)O)ccc4[C@H]3CC[C@@]21C;classBCRPsub;1.0;184.0;mbcd0029339;1.0;;Ethinylestradiol-3-O-sulfate;classBCRPsub;smiles;C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OS(=O)(=O)O)ccc4[C@H]3CC[C@@]21C;classBCRPsub;1.0;158.0;3021.0;1.0;24560701.0;Ethinylestradiol-3-sulfate;classBCRPsub;SMILES;C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OS(=O)(=O)O)ccc4[C@H]3CC[C@@]21C;classBCRPsub;1.0;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;valid
172;CC[C@@]1(C)CC(=O)NC1=O;173.0;;0.0;;Ethosuximide;classBCRPsub;SMILES;CC[C@@]1(C)CC(=O)NC1=O;classBCRPsub;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;0.0;;;0.0;valid
173;COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O;174.0;;1.0;;Etoposide;classBCRPsub;SMILES;COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O;classBCRPsub;1.0;38.0;mbcd0002466;1.0;;Etoposide;classBCRPsub;smiles;COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O;classBCRPsub;1.0;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;1.0;1.0;;;1.0;valid
174;CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(C)c3c1c2[C@@H](N)CC3;175.0;;0.0;;Exatecan;classBCRPsub;SMILES;CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(C)c3c1c2[C@@H](N)CC3;classBCRPsub;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;0.0;;;0.0;valid
175;COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1;176.0;;0.0;;Fenbendazole;classBCRPsub;SMILES;COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1;classBCRPsub;0.0;417.0;mbcd0008195;0.0;;fenbendazole;classBCRPsub;smiles;COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1;classBCRPsub;0.0;;;;;;;;;;;1544.0;1544.0;0.0;;mol_0060;classBCRPsub;SMILES;COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1;classBCRPsub;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;valid
176;CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1;177.0;;0.0;;Fexofenadine;classBCRPsub;SMILES;CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1;classBCRPsub;0.0;110.0;mbcd0001797;0.0;;Fexofenadine;classBCRPsub;smiles;CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1;classBCRPsub;0.0;;;;;;;;;;;1455.0;1455.0;0.0;;mol_0030;classBCRPsub;SMILES;CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1;classBCRPsub;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;valid
177;CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1;178.0;;1.0;;Flavopiridol;classBCRPsub;SMILES;CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1;classBCRPsub;1.0;284.0;mbcd0001652;1.0;;flavopiridol;classBCRPsub;smiles;CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1;classBCRPsub;1.0;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;1.0;1.0;;;1.0;valid
178;Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O;179.0;;0.0;;Flucloxacillin;classBCRPsub;SMILES;Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O;classBCRPsub;0.0;333.0;mbcd0003036;0.0;;Flucloxacillin;classBCRPsub;smiles;Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O;classBCRPsub;0.0;155.0;3013.0;0.0;5250395.0;Flucloxacillin;classBCRPsub;SMILES;Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O;classBCRPsub;0.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;valid
179;CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C;180.0;;0.0;;Fluticasone propionate;classBCRPsub;SMILES;CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C;classBCRPsub;0.0;150.0;mbcd0001164;0.0;;fluticasone propionate;classBCRPsub;smiles;CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C;classBCRPsub;0.0;44.0;2595.0;0.0;80474142.0;Fluticasone propionate;classBCRPsub;SMILES;CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C;classBCRPsub;0.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;valid
180;CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21;181.0;;1.0;;Fluvastatin;classBCRPsub;SMILES;CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21;classBCRPsub;1.0;;;;;;;;;;;45.0;2596.0;1.0;93957541.0;Fluvastatin;classBCRPsub;SMILES;CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21;classBCRPsub;1.0;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;1.0;1.0;;1.0;1.0;;1.0;valid
181;Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1;182.0;;1.0;;Folate;classBCRPsub;SMILES;Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1;classBCRPsub;1.0;338.0;mbcd0003959;1.0;;Folic acid;classBCRPsub;smiles;Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1;classBCRPsub;1.0;46.0;2597.0;1.0;59303.0;Folate;classBCRPsub;SMILES;Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1;classBCRPsub;1.0;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;valid
182;Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1;183.0;;1.0;;Ganciclovir;classBCRPsub;SMILES;Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1;classBCRPsub;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;1.0;;;1.0;valid
183;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1;184.0;;1.0;;Gefitinib;classBCRPsub;SMILES;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1;classBCRPsub;1.0;222.0;mbcd0003125;1.0;;Gefitinib;classBCRPsub;smiles;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1;classBCRPsub;1.0;47.0;2603.0;1.0;184475352.0;Gefitinib (ZD1839);classBCRPsub;SMILES;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1;classBCRPsub;1.0;1211.0;1211.0;1.0;;mol_0283;classBCRPsub;SMILES;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1;classBCRPsub;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;valid
184;O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12;185.0;;1.0;;Genistein;classBCRPsub;SMILES;O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12;classBCRPsub;1.0;151.0;mbcd0003116;1.0;;Genistein;classBCRPsub;smiles;O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12;classBCRPsub;1.0;48.0;2604.0;1.0;446720.0;Genistein;classBCRPsub;SMILES;O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12;classBCRPsub;1.0;1361.0;1361.0;1.0;;mol_0280;classBCRPsub;SMILES;O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12;classBCRPsub;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;valid
185;CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OC(C)(C)C;186.0;;1.0;;Gimatecan;classBCRPsub;SMILES;CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OC(C)(C)C;classBCRPsub;1.0;;;;;;;;;;;;;;;;;;;;;1373.0;1373.0;1.0;;mol_0347;classBCRPsub;SMILES;CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OC(C)(C)C;classBCRPsub;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;1.0;1.0;1.0;1.0;;1.0;;1.0;1.0;valid
186;COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1;187.0;;1.0;;Glibenclamide;classBCRPsub;SMILES;COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1;classBCRPsub;1.0;381.0;mbcd0003074;1.0;;glyburide;classBCRPsub;smiles;COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1;classBCRPsub;1.0;49.0;2607.0;1.0;10238218.0;Glyburide;classBCRPsub;SMILES;COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1;classBCRPsub;1.0;1206.0;1206.0;1.0;;mol_0273;classBCRPsub;SMILES;COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1;classBCRPsub;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;valid
187;N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O;188.0;;1.0;;Glutathione;classBCRPsub;SMILES;N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O;classBCRPsub;1.0;48.0;mbcd0003078;1.0;;Glutathione;classBCRPsub;smiles;N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O;classBCRPsub;1.0;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;1.0;1.0;;;1.0;valid
188;Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O;189.0;;0.0;;Go6976;classBCRPsub;SMILES;Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O;classBCRPsub;0.0;123.0;mbcd0030009;0.0;;Go6976;classBCRPsub;smiles;Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O;classBCRPsub;0.0;;;;;;;;;;;1430.0;1430.0;0.0;;mol_0120;classBCRPsub;SMILES;Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O;classBCRPsub;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;valid
189;COc1ccc2c(c1)c1c3c(c4c5ccccc5n(C)c4c1n2CC(O)CN(C)C)C(=O)NC3=O;190.0;;0.0;;Go7874;classBCRPsub;SMILES;COc1ccc2c(c1)c1c3c(c4c5ccccc5n(C)c4c1n2CC(O)CN(C)C)C(=O)NC3=O;classBCRPsub;0.0;139.0;mbcd0030010;0.0;;Go7874;classBCRPsub;smiles;COc1ccc2c(c1)c1c3c(c4c5ccccc5n(C)c4c1n2CC(O)CN(C)C)C(=O)NC3=O;classBCRPsub;0.0;;;;;;;;;;;1285.0;1285.0;0.0;;mol_0121;classBCRPsub;SMILES;COc1ccc2c(c1)c1c3c(c4c5ccccc5n(C)c4c1n2CC(O)CN(C)C)C(=O)NC3=O;classBCRPsub;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;valid
190;O=C(O)c1[nH]c2cc(Cl)cc(Cl)c2c1/C=C1\CCN(c2ccccc2)C1=O;191.0;;1.0;;GV 196771;classBCRPsub;SMILES;O=C(O)c1[nH]c2cc(Cl)cc(Cl)c2c1/C=C1\CCN(c2ccccc2)C1=O;classBCRPsub;1.0;;;;;;;;;;;;;;;;;;;;;1203.0;1203.0;1.0;;mol_0494;classBCRPsub;SMILES;O=C(O)c1[nH]c2cc(Cl)cc(Cl)c2c1/C=C1\CCN(c2ccccc2)C1=O;classBCRPsub;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;1.0;1.0;1.0;1.0;;1.0;;1.0;1.0;valid
191;CC1=C(CCC(=O)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5C(C)O)c(C)c4C(C)O)C(C)=C3CCC(=O)O;192.0;;1.0;;Hematoporphyrin;classBCRPsub;SMILES;CC1=C(CCC(=O)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5C(C)O)c(C)c4C(C)O)C(C)=C3CCC(=O)O;classBCRPsub;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;1.0;;;1.0;valid
192;COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O;193.0;;1.0;;Hesperetin 7-O-glucuronide;classBCRPsub;SMILES;COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O;classBCRPsub;1.0;72.0;mbcd0029456;1.0;;Hesperetin 7-O-glucuronide;classBCRPsub;smiles;COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O;classBCRPsub;1.0;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;1.0;1.0;;;1.0;valid
193;COc1ccc(C2CC(=O)c3c(O)cc(OS(=O)(=O)O)cc3O2)cc1O;194.0;;1.0;;Hesperetin 7-O-Sulfate;classBCRPsub;SMILES;COc1ccc(C2CC(=O)c3c(O)cc(OS(=O)(=O)O)cc3O2)cc1O;classBCRPsub;1.0;398.0;mbcd0030050;1.0;;Hesperetin 7-O-Sulfate;classBCRPsub;smiles;COc1ccc(C2CC(=O)c3c(O)cc(OS(=O)(=O)O)cc3O2)cc1O;classBCRPsub;1.0;;;;;;;;;;;1526.0;1526.0;1.0;;mol_0403;classBCRPsub;SMILES;COc1ccc(C2CC(=O)c3c(O)cc(OS(=O)(=O)O)cc3O2)cc1O;classBCRPsub;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;valid
194;CCOc1ccc(-c2nc3cc(-c4nc5cc(N6CCN(C)CC6)ccc5[nH]4)ccc3[nH]2)cc1;195.0;;1.0;;Hoechst 33342;classBCRPsub;SMILES;CCOc1ccc(-c2nc3cc(-c4nc5cc(N6CCN(C)CC6)ccc5[nH]4)ccc3[nH]2)cc1;classBCRPsub;1.0;;;;;;;;;;;51.0;2610.0;1.0;23491523.0;Hoechst 33342;classBCRPsub;SMILES;CCOc1ccc(-c2nc3cc(-c4nc5cc(N6CCN(C)CC6)ccc5[nH]4)ccc3[nH]2)cc1;classBCRPsub;1.0;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;1.0;1.0;;1.0;1.0;;1.0;valid
195;CC[C@]1(CO)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1;196.0;;1.0;;Homocamptothecin;classBCRPsub;SMILES;CC[C@]1(CO)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1;classBCRPsub;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;1.0;;;1.0;valid
196;CCCCCCOC(C)c1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4)[C@@H](CCC(=O)O)[C@@H]3C;197.0;;1.0;;HPPH;classBCRPsub;SMILES;CCCCCCOC(C)c1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4)[C@@H](CCC(=O)O)[C@@H]3C;classBCRPsub;1.0;33.0;mbcd0029995;1.0;;HPPH;classBCRPsub;smiles;CCCCCCOC(C)c1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4)[C@@H](CCC(=O)O)[C@@H]3C;classBCRPsub;1.0;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;1.0;1.0;;;1.0;valid
197;CCCCCCOC(C)c1c(C)c2cc3nc(c4c5nc(cc6[nH]c(cc1[nH]2)c(C)c6CC)C(C)=C5C(=O)C4)[C@@H](CCC(=O)NO[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)O[C@@H]1CO)[C@@H]3C;198.0;;0.0;;HPPH-Galactose;classBCRPsub;SMILES;CCCCCCOC(C)c1c(C)c2cc3nc(c4c5nc(cc6[nH]c(cc1[nH]2)c(C)c6CC)C(C)=C5C(=O)C4)[C@@H](CCC(=O)NO[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)O[C@@H]1CO)[C@@H]3C;classBCRPsub;0.0;360.0;mbcd0030152;0.0;;HPPH-Galactose;classBCRPsub;smiles;CCCCCCOC(C)c1c(C)c2cc3nc(c4c5nc(cc6[nH]c(cc1[nH]2)c(C)c6CC)C(C)=C5C(=O)C4)[C@@H](CCC(=O)NO[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)O[C@@H]1CO)[C@@H]3C;classBCRPsub;0.0;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;;;0.0;valid
198;Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65;199.0;;1.0;;Hypericin;classBCRPsub;SMILES;Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65;classBCRPsub;1.0;115.0;mbcd0026911;1.0;;Hypericin;classBCRPsub;smiles;Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65;classBCRPsub;1.0;;;;;;;;;;;1476.0;1476.0;1.0;;mol_0325;classBCRPsub;SMILES;Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65;classBCRPsub;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;valid
199;Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1;200.0;;1.0;;Imatinib;classBCRPsub;SMILES;Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1;classBCRPsub;1.0;116.0;mbcd0002828;1.0;;imatinib;classBCRPsub;smiles;Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1;classBCRPsub;1.0;53.0;2614.0;1.0;152459955.0;Imatinib (STI-571);classBCRPsub;SMILES;Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1;classBCRPsub;1.0;1396.0;1396.0;1.0;;mol_0259;classBCRPsub;SMILES;Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1;classBCRPsub;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;valid
200;CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O;201.0;;0.0;;Indinavir;classBCRPsub;SMILES;CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O;classBCRPsub;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;0.0;;;0.0;valid
